taxon	trnL-trnF-intergenic-spacer	trnL	CHS	rps16	matK	trnK	trnT-trnL-intergenic-spacer	RAY1-like-protein	CesA	putative-RAY2-like-protein	atpF-atpH-intergenic-spacer	CYCLOIDEA-like-protein	ycf5	QG8140	unknown	rbcL	ndhF	ndhF.1	matK.1	rpl20-rps12-intergenic-spacer	rpoC1	matK.2	QG8140.1	psbJ	unknown.1	contains-psbD-trnT-intergenic-spacer	unknown.2	contains-petL-psbE-intergenic-spacer	rps16.1	contains-trnL-rpl32-intergenic-spacer	matK.3	contains-rps16-trnQ-intergenic-spacer-and-tRNA-Gln-(trnQ)	ndhF.2	hss1	ATP-sulfurylase-like-protein	calcium-dependent-protein-kinase-like-protein	COR414-like-protein	cysteine-rich-repeat-containing-protein	gag/pol-like-protein	psbA	includes-internal-transcribed-spacer-1,-5.8S-ribosomal-RNA-and-internal-transcribed-spacer-2-regions	5S-ribosomal-RNA-intergenic-spacer	unknown.3	unknown.4	unknown.5	unknown.6	unknown.7	stigma-specific-peroxidase	unknown.8	ndhF.3	atpB-rbcL-intergenic-region	
Senecio hatschbachii		FERN_JU2XGP													FERN_3NICY1										FERN_7S4W4W															FERN_5CJJMW												
Senecio leptolobus		FERN_L3XI84													FERN_7S4W4W										FERN_NFY5X0															FERN_JU2XGP												
Senecio icoglossus		FERN_7AGJFQ													FERN_JU2XGP										FERN_L3XI84															FERN_7X1MJI												
Senecio hortensiae		FERN_APPMRG													FERN_6YJOSQ										FERN_F1FFJB															FERN_ILXIZN												
Othonna sedifolia		EU670113		EU667556			EU670176																		EU667492																											
Othonna eriocarpa		EU670106		EU667548			EU670168																		EU667484																											
Othonna carnosa		EU670120		EU667562			EU670182																		EU667499																											
Gynura bicolor																GQ436450					GQ436010				GQ434491						GQ434114									GQ435088												
Ligularia lankongensis																JF942262						JF954351			AB684267															JN045198		AY494072										
Ligularia lingiana		JF767262																							JF767246				JF767227	JF767236		JF767272																				
Ligularia virgaurea																JF942283						JF954372			DQ272332															JN045219		AY494071										
Sinosenecio eriopodus		EU195502														JF944236						JF956270			EU195467																		EU195485									
Sinosenecio denticulatus		EU195501														JF944231						JF956265			JF978581															JN047139												
Sinosenecio chienii		EU195500														JF944224						JF956258			JF978574															JN047132												
Miricacalia makineana		GU818034				GU817658									GU818206		GU817812								GU818596																											
Jacmaia incana		GU818022			GU817480	GU817646																											GU817798							GU818398												
Jacobaea inops		JX895103			JX894894	JX895029	JX895112																		JX895504																											
Jacobaea auricula		JX895111			JX894966	JX895038	JX895178																		JX895193																											
Jacobaea cilicia		JX895098			JX894953	JX895025	JX895168																		JX895432																											
Euryops speciosissimus		EU670142		EU667585			EU670204									AM234870									EU667517																											
Pericallis lanata		AF460132			AF459985	AF460043																			AF155980																		AF156013									
Senecio cremeiflorus		HM050375			HM050306										HM050323										EF538320															HM050335												
Senecio olympicus		JX895043			JX894898	JX894970	JX895115																		JX895511																											
Senecio glaberrimus		EF538123				EF042173																			EF538338								EF537995							EF538081												
Senecio racemosus		JX895100			JX894956	JX895027	JX895169																		JX895200																											
Senecio doria		JX895059			JX894916	JX894988	JX895132																		JX895271																											
Senecio castagneanus		JX895062			JX894917	JX894989	JX895133																		JX895508																											
Senecio eriopus		JX895075			JX894931	JX895003	JX895146																		JX895279																											
Senecio lagascanus		JX895094			JX894949	JX895021	JX895124																		JX895352																											
Senecio doronicum		JX895082			JX894937	JX895009	JX895138																		JX895336																											
Senecio lautus		AF460152			AF460006	AF460067																			AF459940																AF097540											
Senecio pyrenaicus		JX895051			JX894906	JX894978	JX895121																		AF459948																											
Senecio lopezii		JX895093			JX894948	JX895020	JX895163																		JX895264																											
Senecio kolenatianus		JX895088			JX894943	JX895015	JX895158																		JX895251																											
Senecio umbrosus		JX895058			JX894913	JX894985	JX895129																		JX895454																											
Senecio eubaeus		JX895077			JX894932	JX895004	JX895147																		JX895242																											
Senecio provincialis		JX895085			JX894940	JX895012	JX895155																		JX895406																											
Senecio teneriffae		JN790010				JN789684									JN789731										JN789910															JN789958												
Senecio doriiformis		JX895044			JX894899	JX894971	JX895116																		JX895507																											
Senecio macedonicus		JX895095			JX894950	JX895022	JX895165																		JX895510																											
Senecio franchetii		JX895078			JX894933	JX895005	JX895148																		EF538337																											
Senecio arnaldii		EF538120				EF042168																			EF538297								EF537990							EF538067												
Senecio transylvanicus		JX895057			JX894912	JX894984	JX895128																		JX895295																											
Senecio grossidens		HM050376				HM050316											HM050332								EF538342															HM050336												
Senecio angulatus		AF460161			AF460015	AF460076	AF460108																		AF459953																											
Curio articulatus		AF460159			AF460013	AF460074	AF460106																		AF459951																											
Curio repens		AF460145			AF460000	AF460059	AF460097																		AF459930																											
Farfugium hiberniflorum	AB369624																		AB369626	AB369625					AB369651															AB369623												
Gynura procumbens																GQ436466					GQ436023				FJ980339						HM989778									GQ435112			GQ434514									
Paracalia jungioides		GU818042			GU817498	GU817666									GU818221										GU818618															GU818419												
Culcitium pflanzii		EF538096			EF537916	EF042148																			EF538179								EF537960							EF538027												
Misbrookea strigosissima		EF538108				EF042157									GU818207										EF538254								EF537976							EF538036												
Ligularia fischeri	AB369637	AF468190																	AB369640	AB369638					AY176142															AB369636												
Sinosenecio septilobus		EU195517														JF944282						JF956314			AY176161															JN047187										EU195530		
Sinosenecio koreanus																JF944266						JF956298			JF978607															JN047169			AF345315		AF345307							
Sinosenecio subcoriaceus		AF468173														JF944289						JF956321			JF978629															JN047191										AY723246		
Sinosenecio globiger		AF468170														JF944247						JF956281			AY176159															JN047152										AY723247		
Scrobicaria ilicifolia		GU818090				GU817719									GU818307		GU817814								EF538399															GU818470												
Urostemon kirkii		GU818101			GU817563										GU818322										GU818725								GU817791							GU818482												
Dendrophorbium lucidum		FERN_UFPM4Q			EF537941	EF042177																			FERN_7L9IK5								EF538000							FERN_0ILAFC												
Jacobaea alpina		AF460163			AF460017	AF460078	AF460109																		AF459954															AY155645												
Jacobaea paludosa		AF460149			AF460003	AF460063	AF460100																		AF459935															AY155661												
Jacobaea othonnae		AY155623			AY156989	AF548778	AY155636																		AY155612															AY155660												
Jacobaea gnaphalioides		AY155618			AY156984	AF548773	AY155630																		AY155607															AY155654												
Jacobaea minuta		AF460125			AF459977	AF460035	AY155635																		AF459938															AY155659												
Jacobaea gallerandiana		AY327527			AY327529	AY327528	AY327526																		AY327531															AY327530												
Jacobaea maroccana		AY327533			AY327535	AY327534	AY327532																		AY327537															AY327536												
Jacobaea subalpina		AF460144			AF459999	AF460058	AF460096																		AF459929															AY155664												
Jacobaea arnautorum		AF460123			AF459975	AF460033	AY155637																		AF459934															AY155662												
Jacobaea gibbosa		AY426617														HE963658									AY436376						HE970734									HE966803									AY436370			
Jacobaea analoga		EU326097			AF459980	AF460038	AF460091																		AF459947															AY155651												
Jacobaea gigantea		AY155617			AY156983	AF548772	AY155629																		AY155606															AY155653												
Ischnea elachoglossa		GU818021			GU817479	GU817645																			GU818562								GU817877							GU818397												
Monticalia abietina		GU818035				GU817659									GU818208										EF538255								GU817885							GU818412												
Nelsonianthus tapianus		GU818037			GU817493	GU817661									GU818211										GU817580															GU818414												
Lasiocephalus ovatus		EF538105			EF537924	EF042155																			GU290007								EF537973							EF538035												
Packera paupercula																JN965703					HQ594074						L33234				JN966397									HQ596779				L33204								
Paragynoxys neodendroides		GU818043			GU817500	GU817668									GU818223		GU817813								EF538280																											
Iocenes acanthifolius		EF538104			EF537923	EF042154																			EF538238								EF537970							EF538034												
Eriothrix lycopodioides		GU818000				GU817622									GU818163										EF538200								GU817856							GU818372												
Mesogramma apiifolium		GU817957			GU817490	GU817656									GU818204																		GU817792							GU818410												
Erechtites hieraciifolius		AF460137			AF459990	AF460049										JQ590639									EF107652						JQ586861																					
Abrotanella emarginata		EF538089			EF537909	EF042141																			AY929883															EF538021										AJ012679		
Pericallis cruenta			EU810807													AB530975									AF155976															DQ131866			AF156009							AB530941		
Senecio candidans		HM050370			HM050308	HM050315									HM050322										HM050326								HM050333																			
Senecio adamantinus		EF538119			EF537934	EF042167																			EF538294								EF537989							EF538059												
Senecio incrassatus		JN789983				JN789658									JN789704										JN789807								JN790029							JN789931												
Senecio lividus		JN789990				JN789665									JN789711										JN789813								JN790035							JN789938												
Senecio saxatilis		EF538134				EF042183									GU818293										EF538376								EF538009							EF538086												
Senecio stigophlebius		EF538135			EF537946										GU818297										EF538384								EF538012							FERN_7AGJFQ												
Senecio ayopayensis		EF538121			EF537935	EF042169																			EF538303								EF537991							EF538083												
Senecio triqueter		EF538138				EF042186									GU818304										EF538392								EF538015							EF538074												
Senecio subnemoralis		EF538136			EF537947	EF042184																			EF538386								EF538013							EF538066												
Senecio latifolius		EF538126				EF042176									GU818273										EF538354								EF537998							EF538084												
Senecio trifurcatus		HM050373			HM050309	HM050318																			HM050327								HM050334							HM050339												
Senecio carroensis		JN789968				JN789644									JN789690										JN789741								JN790016							JN789917												
Senecio retrorsus		EF538133				EF042182									GU818291										EF538372								EF538007							EF538077												
Senecio kerdousianus		JN789984			JN789617	JN789659									JN789705										JN789808															JN789932												
Senecio hollandii		GU818072				GU817699									GU818267										GU818661								GU817821							GU818451												
Senecio involucratus		EF538090			EF537910	EF042142																			EF538150								EF537952							EF538022												
Syneilesis palmata		GU818096			GU817558	GU817726									GU818314										EF538401															GU818477										L39432		
Yermo xanthocephalus		GU818106			GU817568	GU817735									GU818327										GU818727								GU817939							GU818487												
Solanecio biafrae		GU818093			GU817555	GU817723									GU818311										GU818711								GU817931							GU818474												
Roldana suffulta		GU818056			GU817517	GU817683									GU818246										GU818631								GU817800							GU818436												
Dorobaea pimpinellifolia		GU817996			GU817453	GU817617									GU818155										GU818548								GU817854							GU818368												
Petasites fragrans			EF128564			AY554080			EF128515					EF128663		HM850247									AY554108									EF128642																		
Nesampelos lucens		EF538110			EF537927	EF042159									GU818213										EF538266								EF537978							EF538054												
Arbelaezaster ellsworthii		GU817969			GU817421	GU817587									GU818114										GU818491								GU817830							GU818334												
Nemosenecio nikoensis		GU818038			GU817494	GU817662									GU818212										EF538265								GU817887							GU818415												
Oldfeltia polyphlebia		EF538112			EF537929	EF042161									GU818216										EF538271								EF537980							EF538058												
Cacaliopsis nardosmia		GU817979			GU817433	GU817598									GU818127										GU818497								GU817837							DQ131859												
Robinsonecio gerberifolius		GU818054			GU817512	GU817679									GU818239										GU818630								GU817901							GU818431												
Psacaliopsis purpusii		GU818052			GU817509	GU817676									GU818235										GU818629								GU817898							GU818428												
Ligularia pleurocaulis		AY723192														JF942266						JF954355			AB212735															JN045201		AY494074								AY723230		
Lundinia plumbea		GU818031			GU817488	GU817654									GU818202										EF538252								GU817806							GU818407												
Lachanodes arborea		GU818024			GU817482	GU817648									GU818193										GU818574								GU817879							GU818400												
Stilpnogyne bellidioides		GU818095			GU817557	GU817725									GU818313										GU818721								GU817933							GU818476												
Acrisione cymosa		GU817965			GU817416	GU817582									GU818109		GU817808								EF538144															GU818329												
Parasenecio adenostyloides		AF460139			AF459992	AF460051									GU818224			EF537984							AF459970															EF538055												
Telanthophora grandifolia		EF538140			EF537949	EF042187									GU818318										EF538405								EF538019							EF538050												
Bolandia pedunculosa		AY952915			GU817430	GU817596									GU818124										AY953925								GU817836							GU818343												
Rugelia nudicaulis		GU818057			GU817518	GU817684									GU818247										GU818632								GU817904							GU818437												
Oresbia heterocarpa		GU818041			GU817497	GU817665									GU818217										GU818598								GU817889							GU818418												
Monticalia arbutifolia		EF538109			EF537926	EF042158									GU818210										EF538257								EF537977							EF538037												
Monticalia apiculata		GU818036			GU817492	GU817660									GU818209										EF538256								GU817886							GU818413												
Tetradymia filifolia		EF538141			EF537950	EF042188									GU818320										EF538411								EF538020							EF538057												
Lasiocephalus campanulatus		HM050374			HM050305	HM050312									HM050324									HM050341	EF538149								HM050328																			
Lomanthus fosbergii		GU818099			GU817561	GU817729									GU818317										GU818723								GU817935							GU818480												
Hoehnephytum trixoides		GU818012			GU817472	GU817638									GU818182										GU818555								GU817871							GU818390												
Sinacalia tangutica		AY723199			GU817553	GU817721									GU818309										AY176157															GU818472										AY723243		
Lepidospartum burgessii		EF538106			EF537925	EF042156									GU818197										EF538250								EF537974							EF538053												
Elekmania picardae		EF538099			EF537919	EF042150									GU818158										EF538193								EF537963							EF538070												
Packera cana		AF460165			AF460020	AF460081	AF460112																				L33216													DQ131867				L33458								
Papuacalia dindondl		EF538114			EF537931	EF042163									GU818220										EF538279								EF537983							EF538041												
Gynoxys soukupii		EF538101			AF459989	AF460048									GU818174										AF459963								EF537967							EF538051												
Talamancalia boquetensis		GU818098			GU817560	GU817728									GU818316		GU817816								EF538403															GU818479												
Bethencourtia palmensis		GU817975			GU817428	GU817594									GU818122										EF538160								GU817835							GU818341												
Parafaujasia fontinalis		GU817958			GU817499	GU817667									GU818222										GU818619								GU817890							GU818420												
Rainiera stricta		GU817952			GU817511	GU817678									GU818238										EF538289								GU817900							GU818430												
Herodotia haitiensis		EF538103			EF537922	EF042153									GU818179										EF538224								EF537969							EF538033												
Austrosynotis rectirama		GU817971			GU817423	GU817589									GU818118										EF538157								GU817831							GU818336												
Barkleyanthus salicifolius		GU817972			GU817425	GU817591									GU818120										GU817578								GU817833							GU818338												
Lordhowea insularis		AF460135			AF459987	AF460046									GU818200										GU818584								GU817799							GU818405												
Xenophyllum poposum		GU818105			GU817567	GU817734									GU818326										EF538415								GU817938							GU818486												
Dolichorrhiza caucasica		GU817995			GU817452	GU817616									GU818154										GU818547								GU817853							GU818367												
Centropappus brunonis		GU817984			GU817438										GU818133	GU817746									GU818510								GU817841							GU818351												
Herreranthus rivalis		GU818010			GU817470	GU817636									GU818180										GU818554								GU817869							GU818388												
Jessea multivenia		GU818023			GU817481	GU817647									GU818191										EF538246								GU817878							GU818399												
Pseudogynoxys haenkei		GU818053			GU817510	GU817677									GU818237										EF538288								GU817899							GU818429												
Dolichoglottis lyallii		GU817994			GU817451	GU817615									GU818153										GU818546								GU817793							GU818366												
Pittocaulon praecox		EF538117			EF537932	EF042165									GU818231										AF161603								EF537986							EF538042												
Zemisia discolor		GU818107			GU817569	GU817736									GU818328										EF538416								GU817803							GU818488												
Digitacalia jatrophoides		GU817993			GU817450	GU817614									GU818152										GU818545								GU817852							GU818365												
Cabreriella oppositicordia		GU817978			GU817432	GU817597									GU818126		GU817810								GU818496															GU818345												
Pippenalia delphiniifolia		GU818048			GU817505	GU817672									GU818230										GU818627								GU817894							GU818424												
Graphistylis dichroa		GU818004			GU817464	GU817630									FERN_8LTFPV										FERN_9IKJ80								GU817863							GU818380												
Synotis nagensium		EF028735			AF459973	AF460031									GU818315										AF459922								EF538018							EF538052												
Iranecio cariensis		GU818020			GU817478	GU817644									GU818189										GU818561								GU817876							GU818396												
Cineraria abyssinica		AF460173			AF460028	AF460088									GU818138										GU818514								EF537957							EF538026												
Villasenoria orcuttii		GU818103			GU817565	GU817732									GU818324		GU817815								GU818726															GU818484												
Crocidium multicaule		GU817990			GU817447	AY929879									GU818146										GU818541								GU817805							GU818360												
Io ambondrombeensis		GU818019			GU817477	GU817643									GU818188										GU818560								GU817875							GU818395												
Endocellion sibiricum		GQ244909			GU817455	GU817620									GU818160										EF538197								GU817855							GU818370												
Pentacalia arborea		GU818044			GU817501	GU817669									GU818225										EF538283								GU817891							GU818421												
Shafera platyphylla		GU818091			GU817552	GU817720									GU818308										GU818709								GU817921							GU818471												
Nordenstamia kingii		GU818040			GU817496	GU817664									GU818215										EF538267								GU817888							GU818417												
Aequatorium asterotrichum		GU817967			GU817418	GU817584									GU818111										GU818489								GU817827							GU818331												
Hertia pallens		GU818011			GU817471	GU817637									GU818181										EF538229								GU817870							GU818389												
Antillanthus almironcillo		GU817968			GU817420	GU817586									GU818113										EF538153								GU817829							GU818333												
Psacalium cirsiifolium		EF538111			EF537928	EF042160									GU818236										EF538270								EF537979							EF538038												
Adenostyles alpina		GU817966			GU817417	GU817583									GU818110										EF538146								GU817826							GU818330												
Pladaroxylon leucadendron		GU818049			GU817506	GU817673									GU818232										GU818628								GU817895							GU818425												
Charadranaetes durandii		GU817986			GU817440	GU817604									GU818135										EF538164								GU817843							GU818353												
Leonis trineura		GU818027			GU817485	GU817651									GU818196										GU818583								GU817882							GU818403												
Ekmaniopappus mikanioides		GU817997			GU817454	GU817619									GU818157										EF538189								GU817817							GU818369												
Garcibarrigoa telembina		GU817940			GU817462	GU817628									GU818170										EF538211								GU817861							GU818378												
Werneria caespitosa		GU818104			GU817566	GU817733									GU818325										EF538412								GU817825							GU818485												
Hubertia riparia		GU818014			GU817474	GU817640									GU818184										GU818556								GU817872							GU818392												
Senecio aegyptius		JN789960			JN789601	JN789640									JN789686										JN789734								JN790012							JN789913												
Senecio angustifolius		JN789961			JN789602	JN789641									JN789687										JN789735								JN790013							JN789914												
Senecio madagascariensis		JN790002			JN789623	JN789666									JN789712										JN789905								JN790046							JN789949												
Senecio patens		GU818080			GU817541	GU817708									GU818284										EF538151								GU817795							GU818459												
Senecio pinnulatus		JN790004			JN789635	JN789679									JN789724										JN789907								JN790048							JN789951												
Senecio bollei		JN789962			JN789603	JN789642									JN789688										JN789736								JN790014							JN789915												
Senecio niveus		JN790000			JN789631	JN789675									JN789721										JN789903								JN790044							JN789947												
Senecio culcitioides		GU818062			GU817523	GU817689									GU818253										EF538312								GU817907							GU818442												
Senecio abruptus		JN789959			JN789600	JN789639									JN789685										JN789733								JN790011							JN789912												
Senecio littoreus		JN789989			JN789622	JN789664									JN789710										JN789812								JN790034							JN789937												
Senecio prenanthoides		GU818083			GU817544	GU817711									GU818289										GU818681								GU817924							GU818462												
Senecio hispidissimus		GU818071			GU817532	GU817698									GU818266										GU818654								GU817914							GU818450												
Senecio parvifolius		JN790001			JN789632	JN789676									JN789722										JN789904								JN790045							JN789948												
Senecio erysimoides		JN789970			JN789606	JN789646									JN789692										JN789743								JN790018							JN789919												
Senecio thapsoides		EF538137			EF537948	EF042185									GU818302										EF538388								EF538014							EF538085												
Senecio petraeus		JN790003			JN789634	JN789678									JN789723										JN789906								JN790047							JN789950												
Senecio squarrosus		GU817964			GU817547	GU817714									GU818296										GU818702								GU817927							GU818465												
Senecio jarae		EF538125			EF537939	EF042175									GU818271										EF538350								EF537997							EF538044												
Senecio cryphiactis		JN789969			JN789605	JN789645									JN789691										JN789742								JN790017							JN789918												
Senecio maulinus		JN789997			JN789629	JN789672									JN789718										JN789901								JN790042							JN789944												
Senecio suaveolens		EF538102			EF537921	EF042152									GU818298										EF538222								EF537968							EF538032												
Senecio fruticulosus		JN789971			JN789607	JN789647									JN789693										JN789744								JN790019							JN789920												
Senecio elegans		GU818064			GU817525	GU817691									GU818257										EU812812								GU817908							GU818444												
Senecio leptophyllus		JN789986			JN789619	JN789661									JN789707										JN789810								JN790031							JN789934												
Senecio laxus		JN789985			JN789618	JN789660									JN789706										JN789809								JN790030							JN789933												
Senecio piptocoma		JN790005			JN789636	JN789680									JN789725										JN789908								JN790049							JN789952												
Senecio nebrodensis		JN789999			JN789630	JN789674									JN789720										JN789902								JN790043							JN789946												
Senecio hoggariensis		DQ208175			DQ208167	JN789654	DQ208183								JN789700										DQ208189															JN789927												
Senecio ctenophyllus		GU818063			GU817524	GU817690									GU818255										EF538322								GU817804							GU818443												
Senecio brasiliensis		GU818061			GU817522	GU817688									GU818252										GU818641								GU817820							GU818441												
Senecio massaicus		JN789996			JN789628	JN789670									JN789717										JN789863								JN790040							JN789941												
Senecio leucanthemifolius		JN789988			JN789621	JN789663									JN789709										JN789811								JN790033							JN789936												
Senecio telekii		JN790009			JN789638	JN789683									JN789730										EF538387								JN790052							JN789957												
Senecio niveoaureus		GU818078			GU817538	GU817705									GU818280										EF538178								GU817918							GU818456												
Senecio lineatus		AF098852			EF537940	AF460066									GU818274										AF459939								EF537999							EF538075												
Senecio calocephalus					HM050307	HM050314									HM050321									HM050347	HM050325								HM050331							HM050340												
Senecio nevadensis		GU818077			GU817537	GU817704									GU818279										GU818664								GU817917							GU818455												
Senecio glastifolius		JN789972			JN789608	JN789648									JN789694										EF538339								JN790020							JN789921												
Senecio otites		EF538131			EF537944	EF042180									GU818283										GU818670								EF538005							EF538065												
Senecio scaposus		AF460146			AF460001	AF460060									GU818295										GU818695								EF538011							EF538049												
Senecio boyacensis		GU818060			GU817521	GU817687									GU818251									HM050342									GU817906							GU818440												
Senecio pinifolius		EF538132			EF537945	EF042181									GU818286										EF538366								EF538006							EF538079												
Senecio hemmendorffii		FERN_8QGAU9			EF537938	EF042174									FERN_7X1MJI										EF538346								EF537996							FERN_EE0EFL												
Senecio vestitus		GU818089			GU817551	GU817718									GU818305										GU818708								GU817824							GU818469												
Senecio ilicifolius		GU818074			GU817534	GU817701									GU818269										GU818662								GU817915							GU818453												
Senecio meuselii		EF538130			EF537943	EF042179									GU818277										DQ915899								EF538003							EF538073												
Senecio mairetianus		EF538128			EF537942	EF042178									GU818275										EF538359								EF538001							EF538045												
Senecio gramineus		GU818068			GU817529	GU817695									GU818262										GU818650								GU817802							GU818447												
Senecio szyszylowiczii		GU818086			GU817548	GU817715									GU818300										GU818705								GU817928							GU818466												
Senecio psilocarpus		GU818084			GU817545	GU817712									GU818290										GU818684								GU817925							GU818463												
Faujasia squamosa		GU818002			GU817459	GU817625									GU818167	GU817761									EF538210								GU817858							GU818375												
Petasites japonicus		AF468187											GQ435618			GQ436454						HM989759			AY176152															GQ435095			GQ434501							AY723240		
Petasites albus		GU818046			GU817504	GU817671									GU818228			GU817819							GU818621								GU817893							GU818423												
Steirodiscus capillaceus		GU818094			GU817556	GU817724									GU818312	GU817784									GU818713								GU817932							GU818475												
Ligularia dentata	AB369644	AY723181																	AB369642	AB369643					AY723256															AB369645		AY494075								AY723219		
Sinosenecio homogyniphyllus		EU195509														JF944261						JF956292			JF978600															JN047161			EU195484		EU195466					EU195528		
Sinosenecio oldhamianus		EU195512														JF944276						JF956307			JF978618															JN047179			EU195493		EU195473					EU195529		
Sinosenecio guangxiensis		EU195507														JF944255						JF956286			JF978599															JN047158			EU195495		EU195477					EU195526		
Homogyne alpina		GU818013			GU817473	GU817639									GU818183	GU817767	GU817811								GU817576															GU818391												
Bedfordia arborescens		AF452498			GU817427	GU817593									GU818121							AF456778			GU818494								GU817834							GU818340												
Dendrophorbium bomanii		EF538097			EF537917	EF042149									GU818150	GU817755									EF538181								EF537961							EF538028												
Luina hypoleuca		GU818030			GU817487	GU817653									GU818201	GU817774									GU818593								GU817883							GU818406												
Jacobaea carniolica		AF460126			AF459978	AF460036																			FR796829	FR797364		FR797137	FR797791	FR797191																						
Jacobaea aquatica		JX895041			JX894896	JX894969	FJ556956									HM850080						JN894726			JX895224						JN894078																					
Emilia sonchifolia			EF128565						EF128454							GU724240					GQ436038		EF128708		JF733772						HM989795									GU724264												
Emilia coccinea		EF028723			AF460026	AF460086									GU818159	GU817758									EF538194								EF537964							EF538029												
Capelio caledonica		GU817982			GU817436	GU817601									GU818130	GU817743									GU818508								GU817839							GU818349												
Packera aurea		AF460166			AF460021	AF460082	AF460113																		AF459959		AF161659													AY155641				AF161609								
Cremanthodium humile		AF468184			EF537915	EF042147									GU818145										AY723270								EF537959							EF538061										AY723234		
Caucasalia parviflora		EF538093			EF537913	EF042145									GU818131	GU817744									EF538162								EF537955							EF538024												
Brachyglottis repanda		GU817977			GU817431	AY554067									GU818125	JQ933243									EF635458								GU817796							GU818344												
Caxamarca sanchezii		GU817983			GU817437	GU817602									GU818132	GU817745									GU818509								GU817840							GU818350												
Mikaniopsis clematoides		GU818033			GU817491	GU817657									GU818205	GU817776									GU818595								GU817884							GU818411												
Arnoglossum atriplicifolium		EF538091			EF537911	EF042143									GU818115	GU817738									EF538154								EF537953							EF538056												
Blennosperma nanum		AF460174			AF460029	AF460089	AF460119									L13645									AF459971															EF538023										L39433		
Arrhenechthites mixta		EF538092			EF537912	EF042144									GU818116	GU817739									EF538156								EF537954							EF538062												
Chersodoma jodopappa		EF538094			EF537914	EF042146									GU818136	GU817748									EF538167								EF537956							EF538025												
Erechtites valerianifolius		EF538100			EF537920	EF042151									GU818162	JQ933328									EF108401								EF537965							EF538030												
Dauresia alliariifolia		GU817991			GU817448	GU817612									GU818148	GU817754									AF457413								GU817850							GU818361												
Lopholaena coriifolia		GU818028			GU817486	GU817652									GU818199	GU817773									EF538251															GU818404										L39434		
Robinsonia masafuerae		GU817961			GU817516	GU817682									GU818245			GU817818							EF028710															GU818435			EF028717									
Lamprocephalus montanus		GU818026			GU817484	GU817650									GU818195	GU817772									GU818576								GU817881							GU818402												
Senecio algens		GU818058			GU817519	GU817685									GU818249									HM050351	EF538296								GU817905							GU818438												
Senecio roseus		GU818085			GU817546	GU817713									GU818292									HM050361	EF538373								GU817926							GU818464												
Senecio oreophyton		GU818079			GU817540	GU817707									GU818282									HM050355	EF538393								GU817920							GU818458												
Senecio arnicoides		GU818059			GU817520	GU817686									GU818250									HM050359	EF538298								GU817801							GU818439												
Senecio tauricola		JX895056			JX894911	JX894983	JX895127								GU818301										GU817570								GU817929							GU818467												
Senecio hieracium		GU818070			GU817531	GU817697									GU818265									HM050350	GU818652								GU817913							GU818449												
Senecio oerstedianus		GU817950			GU817539	GU817706									GU818281									HM050356	EF538362								GU817919							GU818457												
Senecio gayanus		GU818067			GU817528	GU817694									GU818261									HM050349	GU818649								GU817911							GU818446												
Senecio flavus		DQ208176			DQ208168	EF042172	DQ208184								GU818260										GU818644								EF537994							EF538087												
Senecio hypsobates		GU818073			GU817533	GU817700									GU818268									HM050352	EF538348								GU817822							GU818452												
Senecio gregorii		GU818069			GU817530	GU817696									GU818263									HM050364	GU818651								GU817912							GU818448												
Senecio burchellii		JN789967			JN789604	JN789643									FM173146	AM234911									JN789739								JN790015							FM173176												
Senecio polygaloides		GU818082			GU817543	GU817710									GU818288									HM050357	EF538367								GU817923							GU818461												
Senecio fistulosus		GU818065			GU817526	GU817692									GU818258									HM050363	EF538335								GU817909							GU818445												
Senecio chilensis		EF538122			EF537936	EF042170									GU818254									HM050367	EF538313								EF537992							EF538043												
Senecio cadiscus		GU817980			GU817434	GU817599	JX895113								GU818128										GU818503								GU817794							GU818347												
Senecio lastarrianus		GU818076			GU817536	GU817703									GU818272									HM050348	GU818663								GU817823							GU818454												
Senecio deltoideus		AY952917			EF537937	EF042171									GU818256	GU817782									EF538326								EF537993							EF538076												
Curio rowleyanus		AF460148			AF460002	AF460062	AF460099								GU818147										AF459933								EF538008							EF538047												
Gynura formosana		GU818006			AF459988	AF460047	AF460093								GU818175										AF155966								GU817865							GU818384			AF155999									
Kleinia neriifolia		AF460169			AF460024	AF460085	AF460116								GU818192	GU817770									GU818568								EF537972							AY155642												
Ligularia vellerea		AY723186														JF942279						JF954367			JF767245				JF767225	JQ281494		JF767270								JN045215										AY723224		
Ligularia subspicata		JF767258														JF942267						JF954356			AY458839				JF767229	JF767237		JF767273								JN045203		AY494067										
Ligularia cymbulifera		AY723184														JF942252						JF954340			DQ272330				JF767223	JF767233		JF767268								JN045188										AY723222		
Ligularia nelumbifolia		JF767259														JF942263						JF954353			DQ272344				JF767228	JF767242		JF767276								JN045200		AY494073										
Crassocephalum crepidioides		FJ793124			AF459991	AF460050	AF460090								GU818144	JQ933283									AF459968								EF537958							AY155640												
Euryops pectinatus		AF460170			AF460025	AF460030	AF460117								GU818165										AF459964								EF537966							EF538031						AF155965						
Delairea odorata		GU817992			GU817449	GU817613									GU818149	HM849949									GU818542						HM850629									GU818362										L39435		
Robinsonia evenia		GU818055			GU817513	GU817680									GU818241									HM050345	EF028706								GU817902							GU818432			EF028714									
Robinsonia thurifera		HM050372			HM050310	HM050313									HM050320									HM050346	EF028711								HM050330							HM050338			EF028718									
